11:11813;ASBA;BRATISLAVA - KOLIBA   ;48.167780;17.105830; 283.0;2017-04-18T20:00:00Z;   1.6;  982.9; 83.0;  0.00;   1.1; 337.2;
11:11816;ASIB;BRATISLAVA - LETISKO  ;48.170280;17.207500; 128.0;2017-04-18T20:00:00Z;   3.2; 1001.8; 75.0;  0.00;   2.7;   335;
11:11819;ASJB;JASLOVSKE BOHUNICE    ;48.486700;17.670800; 176.0;2017-04-18T20:00:00Z;   3.9;  996.1; 69.2;  0.00;   6.3;   335;
11:11826;ASPP;PIESTANY              ;48.613100;17.832800; 163.0;2017-04-18T20:00:00Z;   3.6;  997.2; 69.0;  0.00;     7;   340;
11:11841;ASZI;ZILINA - DOLNY HRICOV ;49.231900;18.617800; 309.0;2017-04-18T20:00:00Z;   1.8;  979.9; 82.0;  0.10;   3.4;    22;
11:11855;ASNI;NITRA                 ;48.280560;18.135560; 132.0;2017-04-18T20:00:00Z;   4.1;  999.7; 77.5;  0.00;   8.6; 335.7;
11:11856;ASMO;MOCHOVCE              ;48.289400;18.456100; 261.0;2017-04-18T20:00:00Z;   2.0;  983.5; 74.7;  0.00;   4.6;   316;
11:11858;ASHU;HURBANOVO             ;47.872500;18.193060; 115.0;2017-04-18T20:00:00Z;   3.9; 1002.1; 65.9;  0.00;   6.5; 338.2;
11:11867;ASPE;PRIEVIDZA             ;48.767500;18.593060; 256.0;2017-04-18T20:00:00Z;   3.7;  985.0; 76.0;  0.00;   5.6;   335;
11:11880;ASDU;DUDINCE               ;48.169200;18.876100; 139.0;2017-04-18T20:00:00Z;   4.4;  998.0; 67.3;  0.00;   1.8;   349;
11:11903;ASSL;SLIAC                 ;48.641670;19.140280; 313.0;2017-04-18T20:00:00Z;   2.6;  977.3; 69.0;  0.00;     3;   338;
11:11916;ASCH;CHOPOK                ;48.943330;19.588890;1998.0;2017-04-18T20:00:00Z;  null;   null; null;  null;  null;  null;
11:11918;ASLK;LIESEK                ;49.369400;19.679400; 692.0;2017-04-18T20:00:00Z;  -1.1;  933.7; 89.7;  0.00;   3.5;   309;
11:11927;ASLU;LUCENEC - BOLKOVCE    ;48.339440;19.733890; 214.0;2017-04-18T20:00:00Z;   5.8;  988.5; 84.3;  0.00;   0.9; 153.9;
11:11930;ASLS;LOMNICKY STIT         ;49.195280;20.213330;2635.0;2017-04-18T20:00:00Z; -11.1;  728.1; 89.3;  null;     1;  null;
11:11933;ASSP;STRBSKE PLESO         ;49.117780;20.062500;1322.0;2017-04-18T20:00:00Z;  -4.0;  861.7;100.0;  0.00;   0.9; 223.9;
11:11934;ASTT;POPRAD - TATRY        ;49.068900;20.245600; 694.0;2017-04-18T20:00:00Z;   0.0;  932.8; 87.0;  0.00;   4.4;   237;
11:11938;ASTG;TELGART               ;48.848600;20.189200; 901.0;2017-04-18T20:00:00Z;  -1.2;   null; 90.0;  0.00;   7.9;    73;
11:11947;ASMB;MOLDAVA NAD BODVOU    ;48.602780;20.998890; 206.0;2017-04-18T20:00:00Z;   4.9;   null; 96.2;  0.00;   1.3;  64.8;
11:11958;ASKH;KOJSOVSKA HOLA        ;48.783060;20.987220;1242.0;2017-04-18T20:00:00Z;  -3.3;  870.2; 88.1;  0.00;   4.4;     2;
11:11968;ASKZ;KOSICE - LETISKO      ;48.672200;21.222500; 230.0;2017-04-18T20:00:00Z;   3.5;  987.2; 86.0;  0.50;   6.6;     6;
11:11976;ASSK;TISINEC               ;49.215600;21.650000; 216.0;2017-04-18T20:00:00Z;   3.3;   null; 88.0;  0.00;   2.9;   351;
11:11978;ASMI;MILHOSTOV             ;48.663060;21.721940; 105.0;2017-04-18T20:00:00Z;   4.3; 1002.8; 99.0;  0.07;   7.1;   340;
11:11993;ASKC;KAMENICA NAD CIROCHOU ;48.934720;21.994440; 176.0;2017-04-18T20:00:00Z;   3.9;  994.4; 98.6;  0.00;   1.6; 272.9;
11:11803;ASTN;TRENCIN               ;48.866460;17.999419; 203.0;2017-04-18T20:00:00Z;   3.3;  992.6; 86.3;  0.00;   4.5; 330.1;
11:11805;ASSE;SENICA                ;48.689170;17.403060; 228.0;2017-04-18T20:00:00Z;   3.1;  989.7;100.0;  0.00;   4.7; 352.5;
11:11806;ASMY;MYJAVA                ;48.753330;17.560280; 348.0;2017-04-18T20:00:00Z;   2.0;   null; 85.3;  0.00;   5.3; 318.6;
11:11812;ASMJ;MALY JAVORNIK         ;48.255560;17.152500; 575.0;2017-04-18T20:00:00Z;  -0.5;  946.7; 87.6;  0.00;  12.2; 320.4;
11:11857;ASTU;TURZOVKA              ;49.401390;18.626940; 480.0;2017-04-18T20:00:00Z;   0.5;  958.2; 95.1;  0.08;   4.6;    13;
