11:11813;ASBA;BRATISLAVA - KOLIBA   ;48.167780;17.105830; 283.0;2016-12-02T06:00:00Z;   5.1;  972.5; 78.5;  0.24;  10.7; 275.2;
11:11816;ASIB;BRATISLAVA - LETISKO  ;48.170280;17.207500; 128.0;2016-12-02T06:00:00Z;   6.2;  990.1; 67.0;  0.00;  16.5;   279;
11:11819;ASJB;JASLOVSKE BOHUNICE    ;48.486700;17.670800; 176.0;2016-12-02T06:00:00Z;   5.2;  985.0;100.0;  0.00;  10.7;   280;
11:11826;ASPP;PIESTANY              ;48.613100;17.832800; 163.0;2016-12-02T06:00:00Z;   4.4;  986.7; 87.0;  0.50;   8.9;   291;
11:11841;ASZI;ZILINA - DOLNY HRICOV ;49.231900;18.617800; 309.0;2016-12-02T06:00:00Z;   3.6;  967.4; 67.0;  0.20;   4.3;   308;
11:11855;ASNI;NITRA                 ;48.280560;18.135560; 132.0;2016-12-02T06:00:00Z;   6.5;  989.5; 81.3;  0.05;  11.1; 300.1;
11:11856;ASMO;MOCHOVCE              ;48.289400;18.456100; 261.0;2016-12-02T06:00:00Z;   5.2;  972.7; 78.1;  0.00;   7.6;   296;
11:11858;ASHU;HURBANOVO             ;47.872500;18.193060; 115.0;2016-12-02T06:00:00Z;   6.2;  992.4; 77.4;  0.00;   8.3; 283.4;
11:11867;ASPE;PRIEVIDZA             ;48.767500;18.593060; 256.0;2016-12-02T06:00:00Z;   3.8;  973.4;100.0;  2.07;   4.3; 276.1;
11:11880;ASDU;DUDINCE               ;48.169200;18.876100; 139.0;2016-12-02T06:00:00Z;   5.7;  986.9; null;  0.00;   9.1;   279;
11:11903;ASSL;SLIAC                 ;48.641670;19.140280; 313.0;2016-12-02T06:00:00Z;   2.2;  965.8; 90.0;  1.20;  13.1;   353;
11:11916;ASCH;CHOPOK                ;48.943330;19.588890;1998.0;2016-12-02T06:00:00Z;  null;   null; null;  null;  null;  null;
11:11918;ASLK;LIESEK                ;49.369400;19.679400; 692.0;2016-12-02T06:00:00Z;   0.1;  920.5;100.0;  0.00;  11.5;   308;
11:11927;ASLU;LUCENEC - BOLKOVCE    ;48.339440;19.733890; 214.0;2016-12-02T06:00:00Z;   5.5;  975.5; 72.1;  0.00;   7.2; 298.9;
