11:11813;ASBA;BRATISLAVA - KOLIBA   ;48.167780;17.105830; 283.0;2016-09-21T10:00:00Z;  18.0;  984.0; 50.8;  0.00;   1.6; 276.7;
11:11816;ASIB;BRATISLAVA - LETISKO  ;48.170280;17.207500; 128.0;2016-09-21T10:00:00Z;  16.9; 1002.1; 51.0;  0.00;   3.6;   267;
11:11819;ASJB;JASLOVSKE BOHUNICE    ;48.486700;17.670800; 176.0;2016-09-21T10:00:00Z;  18.4;  996.9; 50.2;  0.00;   3.3;    27;
11:11826;ASPP;PIESTANY              ;48.613100;17.832800; 163.0;2016-09-21T10:00:00Z;  17.4;  998.3; 58.0;  0.00;   4.5;   358;
11:11841;ASZI;ZILINA - DOLNY HRICOV ;49.231900;18.617800; 309.0;2016-09-21T10:00:00Z;  13.1;  980.9; 74.0;  0.00;   1.7;    62;
11:11855;ASNI;NITRA                 ;48.280560;18.135560; 132.0;2016-09-21T10:00:00Z;  18.8; 1001.3; 43.5;  0.00;   3.4;   5.4;
11:11856;ASMO;MOCHOVCE              ;48.289400;18.456100; 261.0;2016-09-21T10:00:00Z;  18.7;  986.5; 42.1;  0.00;   2.9;   224;
11:11858;ASHU;HURBANOVO             ;47.872500;18.193060; 115.0;2016-09-21T10:00:00Z;  18.1; 1004.2; 57.8;  0.00;   2.3;   309;
11:11867;ASPE;PRIEVIDZA             ;48.767500;18.593060; 256.0;2016-09-21T10:00:00Z;  17.1;  986.5; 59.3;  0.00;   2.2; 216.3;
11:11880;ASDU;DUDINCE               ;48.169200;18.876100; 139.0;2016-09-21T10:00:00Z;  16.4; 1000.9; 55.6;  0.00;     1;   232;
11:11903;ASSL;SLIAC                 ;48.641670;19.140280; 313.0;2016-09-21T10:00:00Z;  13.5;  980.1; 64.0;  0.00;   0.6;   277;
11:11916;ASCH;CHOPOK                ;48.943330;19.588890;1998.0;2016-09-21T10:00:00Z;  null;   null; null;  null;  null;  null;
11:11918;ASLK;LIESEK                ;49.369400;19.679400; 692.0;2016-09-21T10:00:00Z;   8.2;  936.8;100.0;  0.20;     2;   246;
11:11927;ASLU;LUCENEC - BOLKOVCE    ;48.339440;19.733890; 214.0;2016-09-21T10:00:00Z;  17.9;  991.4; 56.8;  0.00;   1.1; 265.9;
11:11930;ASLS;LOMNICKY STIT         ;49.195280;20.213330;2635.0;2016-09-21T10:00:00Z;  null;  735.6; null;  null;     1;  null;
11:11933;ASSP;STRBSKE PLESO         ;49.117780;20.062500;1322.0;2016-09-21T10:00:00Z;   6.7;  867.1;100.0;  0.00;   0.8; 196.3;
11:11934;ASTT;POPRAD - TATRY        ;49.068900;20.245600; 694.0;2016-09-21T10:00:00Z;   9.1;  936.4; 78.0;  0.00;   2.7;    53;
11:11938;ASTG;TELGART               ;48.848600;20.189200; 901.0;2016-09-21T10:00:00Z;  10.2;  912.2; null;  0.00;   1.8;    87;
11:11947;ASMB;MOLDAVA NAD BODVOU    ;48.602780;20.998890; 206.0;2016-09-21T10:00:00Z;  15.3;   null; 56.0;  0.00;   1.4; 308.7;
11:11958;ASKH;KOJSOVSKA HOLA        ;48.783060;20.987220;1242.0;2016-09-21T10:00:00Z;   4.9;  874.9;100.0;  0.00;   3.5; 322.3;
11:11968;ASKZ;KOSICE - LETISKO      ;48.672200;21.222500; 230.0;2016-09-21T10:00:00Z;  13.7;  989.7; 56.0;  0.00;   5.7;     3;
11:11976;ASSK;TISINEC               ;49.215600;21.650000; 216.0;2016-09-21T10:00:00Z;  null;   null; null;  null;  null;  null;
11:11978;ASMI;MILHOSTOV             ;48.663060;21.721940; 105.0;2016-09-21T10:00:00Z;  15.6; 1004.1; 59.1;  0.00;   4.7;   2.9;
11:11993;ASKC;KAMENICA NAD CIROCHOU ;48.934720;21.994440; 176.0;2016-09-21T10:00:00Z;  15.1;  995.4; 56.5;  0.00;   5.4; 349.1;
11:11803;ASTN;TRENCIN               ;48.866460;17.999419; 203.0;2016-09-21T10:00:00Z;  16.3;  993.5; 65.2;  0.00;   0.7;  78.4;
11:11805;ASSE;SENICA                ;48.689170;17.403060; 228.0;2016-09-21T10:00:00Z;  16.3;  990.5; 71.7;  0.00;   2.3; 288.1;
11:11806;ASMY;MYJAVA                ;48.753330;17.560280; 348.0;2016-09-21T10:00:00Z;  15.8;   null; 61.2;  0.00;   2.1; 336.2;
11:11812;ASMJ;MALY JAVORNIK         ;48.255560;17.152500; 575.0;2016-09-21T10:00:00Z;  13.8;  950.1; 77.6;  0.00;   3.6; 288.9;
11:11857;ASTU;TURZOVKA              ;49.401390;18.626940; 480.0;2016-09-21T10:00:00Z;  10.3;  959.8;100.0;  0.22;   1.2; 121.6;
11:11878;ASLM;LIPTOVSKY MIKULAS     ;49.097500;19.590560; 569.0;2016-09-21T10:00:00Z;  12.2;  950.3; 69.3;  0.00;   2.8; 301.9;
11:11883;ASVL;VELKE LOVCE           ;48.056000;18.335500; 195.0;2016-09-21T10:00:00Z;  15.8;  995.5; 55.3;  0.00;   0.9; 115.4;
11:11884;ASMU;MUZLA                 ;47.814200;18.595300; 121.0;2016-09-21T10:00:00Z;  16.7;   null; 62.7;  0.00;   1.4; 343.6;
11:11898;ASBB;BANSKA BYSTRICA       ;48.733330;19.115280; 427.0;2016-09-21T10:00:00Z;  14.5;  966.7; 66.7;  0.00;   3.5;   338;
