11:11813;ASBA;BRATISLAVA - KOLIBA   ;48.167780;17.105830; 283.0;2018-09-19T14:00:00Z;  24.8;  987.0; 49.8;  0.00;   0.6; 234.3;
11:11816;ASIB;BRATISLAVA - LETISKO  ;48.170280;17.207500; 128.0;2018-09-19T14:00:00Z;  25.5; 1004.7; 47.0;  0.00;   1.1;   252;
11:11819;ASJB;JASLOVSKE BOHUNICE    ;48.486700;17.670800; 176.0;2018-09-19T14:00:00Z;  25.6;  999.8; 43.2;  0.00;   2.8;   178;
11:11826;ASPP;PIESTANY              ;48.613100;17.832800; 163.0;2018-09-19T14:00:00Z;  25.8; 1001.2; 39.0;  0.00;   1.3;   100;
11:11841;ASZI;ZILINA - DOLNY HRICOV ;49.231900;18.617800; 309.0;2018-09-19T14:00:00Z;  25.2;  983.8; 39.0;  0.00;   2.3;   271;
11:11855;ASNI;NITRA                 ;48.280560;18.135560; 132.0;2018-09-19T14:00:00Z;  27.8; 1004.3; 34.3;  0.00;   0.5; 126.6;
11:11856;ASMO;MOCHOVCE              ;48.289400;18.456100; 261.0;2018-09-19T14:00:00Z;  27.0;  989.7; 32.7;  0.00;   2.2;   211;
11:11858;ASHU;HURBANOVO             ;47.872500;18.193060; 115.0;2018-09-19T14:00:00Z;  28.9; 1006.7; 33.8;  0.00;   0.8; 347.2;
11:11867;ASPE;PRIEVIDZA             ;48.767500;18.593060; 256.0;2018-09-19T14:00:00Z;  27.1;  989.6; 35.2;  0.00;   3.6; 213.7;
11:11880;ASDU;DUDINCE               ;48.169200;18.876100; 139.0;2018-09-19T14:00:00Z;  28.0; 1003.9; 36.5;  0.00;   1.9;    87;
11:11903;ASSL;SLIAC                 ;48.641670;19.140280; 313.0;2018-09-19T14:00:00Z;  26.8;  983.8; 34.0;  0.00;   2.7;   214;
11:11916;ASCH;CHOPOK                ;48.943330;19.588890;1998.0;2018-09-19T14:00:00Z;  10.8;  807.7; 70.3;  0.00;   4.8; 161.8;
11:11918;ASLK;LIESEK                ;49.369400;19.679400; 692.0;2018-09-19T14:00:00Z;  22.9;  941.2; 43.8;  0.00;   5.4;   251;
11:11927;ASLU;LUCENEC - BOLKOVCE    ;48.339440;19.733890; 214.0;2018-09-19T14:00:00Z;  27.0;  995.5; 36.9;  0.00;   1.7; 251.6;
11:11930;ASLS;LOMNICKY STIT         ;49.195280;20.213330;2635.0;2018-09-19T14:00:00Z;  null;   null; null;  null;  null;  null;
11:11933;ASSP;STRBSKE PLESO         ;49.117780;20.062500;1322.0;2018-09-19T14:00:00Z;  17.8;  874.7; 51.2;  0.00;   1.3; 194.7;
11:11934;ASTT;POPRAD - TATRY        ;49.068900;20.245600; 694.0;2018-09-19T14:00:00Z;  23.4;  941.1; 40.0;  0.00;     4;   250;
11:11938;ASTG;TELGART               ;48.848600;20.189200; 901.0;2018-09-19T14:00:00Z;  20.6;  918.7; 49.2;  0.00;   5.8;   219;
11:11947;ASMB;MOLDAVA NAD BODVOU    ;48.602780;20.998890; 206.0;2018-09-19T14:00:00Z;  27.1;   null; 34.2;  0.00;   2.8; 225.8;
11:11958;ASKH;KOJSOVSKA HOLA        ;48.783060;20.987220;1242.0;2018-09-19T14:00:00Z;  17.7;  883.1; 54.0;  0.00;   3.5; 204.5;
11:11968;ASKZ;KOSICE - LETISKO      ;48.672200;21.222500; 230.0;2018-09-19T14:00:00Z;  26.2;  993.8; 35.0;  0.00;   5.1;   235;
11:11976;ASSK;TISINEC               ;49.215600;21.650000; 216.0;2018-09-19T14:00:00Z;  27.2;  995.2; 41.3;  0.00;   0.8;   182;
11:11978;ASMI;MILHOSTOV             ;48.663060;21.721940; 105.0;2018-09-19T14:00:00Z;  28.2; 1008.1; 32.1;  0.00;   3.5; 249.6;
11:11993;ASKC;KAMENICA NAD CIROCHOU ;48.934720;21.994440; 176.0;2018-09-19T14:00:00Z;  27.5;  999.8; 34.6;  0.00;   2.4; 234.7;
11:11803;ASTN;TRENCIN               ;48.866460;17.999419; 203.0;2018-09-19T14:00:00Z;  25.0;  996.4; 39.1;  0.00;   3.7; 243.2;
11:11805;ASSE;SENICA                ;48.689170;17.403060; 228.0;2018-09-19T14:00:00Z;  25.6;  993.2; 44.6;  0.00;   1.6; 158.8;
11:11806;ASMY;MYJAVA                ;48.753330;17.560280; 348.0;2018-09-19T14:00:00Z;  23.0;   null; 46.9;  0.00;   0.9; 212.1;
11:11812;ASMJ;MALY JAVORNIK         ;48.255560;17.152500; 575.0;2018-09-19T14:00:00Z;  21.2;  954.1; 63.5;  0.00;   3.8; 271.4;
11:11857;ASTU;TURZOVKA              ;49.401390;18.626940; 480.0;2018-09-19T14:00:00Z;  25.1;  963.3; 35.5;  0.00;   1.9;   229;
11:11878;ASLM;LIPTOVSKY MIKULAS     ;49.097500;19.590560; 569.0;2018-09-19T14:00:00Z;  25.3;   null; 35.4;  0.00;   0.7; 256.2;
11:11883;ASVL;VELKE LOVCE           ;48.056000;18.335500; 195.0;2018-09-19T14:00:00Z;  27.2;  998.2; 33.7;  0.00;   1.7; 287.8;
11:11884;ASMU;MUZLA                 ;47.814200;18.595300; 121.0;2018-09-19T14:00:00Z;  27.6;   null; 37.2;  0.00;   1.7;  59.8;
11:11898;ASBB;BANSKA BYSTRICA       ;48.733330;19.115280; 427.0;2018-09-19T14:00:00Z;  25.1;  970.9; 39.7;  0.00;   1.3; 155.5;
11:11900;ASZR;ZIAR NAD HRONOM       ;48.585830;18.850280; 275.0;2018-09-19T14:00:00Z;  27.2;  988.3; 33.7;  0.00;   3.1; 206.7;
11:11901;ASBS;BANSKA STIAVNICA      ;48.449170;18.919720; 575.0;2018-09-19T14:00:00Z;  25.2;  954.7; 38.2;  0.00;   3.3;   262;
11:11910;ASLR;LOM NAD RIMAVICOU     ;48.643890;19.649440;1018.0;2018-09-19T14:00:00Z;  18.4;  907.1; 53.3;  0.00;   2.6;   149;
11:11917;ASBR;BREZNO                ;48.800280;19.636390; 487.0;2018-09-19T14:00:00Z;  24.5;  964.3; 40.3;  null;   1.1; 270.7;
11:11949;ASSW;SPISSKE VLACHY        ;48.943060;20.802220; 380.0;2018-09-19T14:00:00Z;  25.8;  976.2; 35.2;  0.00;     3; 216.6;
11:11950;ASPO;PODOLINEC             ;49.261940;20.542500; 566.0;2018-09-19T14:00:00Z;  24.9;  955.1; 40.3;  0.00;   2.1; 173.1;
11:11952;ASGN;GANOVCE               ;49.035000;20.324200; 703.0;2018-09-19T14:00:00Z;  23.5;  940.3; 38.5;  0.00;   2.8;   261;
11:11962;ASBJ;BARDEJOV              ;49.289400;21.273900; 305.0;2018-09-19T14:00:00Z;  24.5;  983.5; 44.5;  0.00;   2.8; 117.5;
11:11963;ASJK;JAKUBOVANY            ;49.108900;21.140800; 410.0;2018-09-19T14:00:00Z;  26.8;  973.0; 32.2;  0.00;   2.8; 276.4;
11:11818;ASGB;GABCIKOVO             ;47.897780;17.566110; 114.0;2018-09-19T14:00:00Z;  27.3; 1006.8; 38.0;  0.00;   1.4; 246.6;
11:11893;ASZY;MARTIN - ZABOKREKY    ;49.026670;18.922780; 425.0;2018-09-19T14:00:00Z;  26.2;  970.8; 31.2;  0.00;   2.5; 217.1;
11:11936;ASTJ;TATRANSKA JAVORINA    ;49.263890;20.139440;1017.0;2018-09-19T14:00:00Z;  19.8;  906.4; 51.2;  0.00;   0.6;  28.4;
11:11957;ASST;STARA LESNA           ;49.152220;20.289440; 807.0;2018-09-19T14:00:00Z;  21.8;  928.8; 43.2;  0.00;   4.6; 173.2;
11:11977;ASKB;KRASNY BROD           ;49.253060;21.911940; 305.0;2018-09-19T14:00:00Z;  25.2;   null; 40.3;  0.00;   0.4;  84.2;
11:11865;ASZA;ZILINA                ;49.203610;18.746390; 365.0;2018-09-19T14:00:00Z;  26.2;   null; 32.3;  0.00;   2.2; 209.7;
11:11833;ASMP;MODRA - PIESOK        ;48.372780;17.273610; 530.0;2018-09-19T14:00:00Z;  22.2;   null; 58.1;  0.00;   0.8; 287.2;
11:11868;ASOL;ORAVSKA LESNA         ;49.368060;19.182500; 784.0;2018-09-19T14:00:00Z;  22.7;  931.7; 38.4;  0.00;   2.8; 243.5;
11:11872;ASRK;RUZOMBEROK - STIAVNICKA;49.072500;19.341110; 504.0;2018-09-19T14:00:00Z;  24.6;   null; 38.6;  0.00;   4.1; 192.9;
