11:11813;ASBA;BRATISLAVA - KOLIBA   ;48.167780;17.105830; 283.0;2016-07-08T18:00:00Z;  25.1;  982.3; 54.9;  0.00;   2.3; 207.3;
11:11816;ASIB;BRATISLAVA - LETISKO  ;48.170280;17.207500; 128.0;2016-07-08T18:00:00Z;  25.5;  999.8; 54.0;  0.00;   3.5;   141;
11:11819;ASJB;JASLOVSKE BOHUNICE    ;48.486700;17.670800; 176.0;2016-07-08T18:00:00Z;  24.9;  995.2; 56.1;  0.00;   1.7;   141;
11:11826;ASPP;PIESTANY              ;48.613100;17.832800; 163.0;2016-07-08T18:00:00Z;  25.8;  996.6; 46.0;  0.00;   3.9;   156;
11:11841;ASZI;ZILINA - DOLNY HRICOV ;49.231900;18.617800; 309.0;2016-07-08T18:00:00Z;  22.0;  980.2; 57.0;  0.00;   1.2;   110;
11:11855;ASNI;NITRA                 ;48.280560;18.135560; 132.0;2016-07-08T18:00:00Z;  25.0; 1000.0; 52.7;  0.00;   2.7; 206.6;
11:11856;ASMO;MOCHOVCE              ;48.289400;18.456100; 261.0;2016-07-08T18:00:00Z;  24.2;   null; 44.8;  null;   2.8;   159;
11:11858;ASHU;HURBANOVO             ;47.872500;18.193060; 115.0;2016-07-08T18:00:00Z;  25.3; 1002.8; 49.8;  0.00;     3;   174;
11:11867;ASPE;PRIEVIDZA             ;48.767500;18.593060; 256.0;2016-07-08T18:00:00Z;  24.2;  985.9; 53.5;  0.00;   1.8; 209.9;
11:11880;ASDU;DUDINCE               ;48.169200;18.876100; 139.0;2016-07-08T18:00:00Z;  24.9; 1000.1; 48.8;  0.00;   1.2;   158;
11:11903;ASSL;SLIAC                 ;48.641670;19.140280; 313.0;2016-07-08T18:00:00Z;  null;   null; null;  null;  null;  null;
11:11916;ASCH;CHOPOK                ;48.943330;19.588890;1998.0;2016-07-08T18:00:00Z;  null;   null; null;  null;  null;  null;
11:11918;ASLK;LIESEK                ;49.369400;19.679400; 692.0;2016-07-08T18:00:00Z;  17.9;  938.0; 67.5;  0.00;     2;   236;
11:11927;ASLU;LUCENEC - BOLKOVCE    ;48.339440;19.733890; 214.0;2016-07-08T18:00:00Z;  24.3;  991.7; 52.3;  0.00;   1.1; 226.8;
